CustomerID,Name,AcquisitionDate,ExpirationDate,Item,Quantity,Calories,TotalFat,SaturatedFat,Cholesterol,Sodium,Choline
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-30,2024-08-10,"USDA Commodity, unheated, cooked as purchased, salmon nuggets",1,189,10g,1.5g,27mg,167.00 mg,0
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-01,2024-07-09,"Beef, raw, choice, trimmed to 1/8"" fat, separable lean only, lip-on, bone-in, rib eye steak/roast",3,173,10g,3.9g,65mg,65.00 mg,51.5 mg
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-02,2024-07-09,"Egg, pasteurized, frozen, raw, yolk",5,296,26g,8.6g,991mg,67.00 mg,639.3 mg
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-03,2024-07-12,"Cereals ready-to-eat, KELLOGG'S HONEY CRUNCH CORN FLAKES, KELLOGG",1,385,1.9g,0.3g,0,700.00 mg,7.9 mg
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-04,2024-07-16,"Cereals ready-to-eat, Date & Pecan, Raisin, GREAT GRAINS, POST",5,378,7.1g,0.8g,0,247.00 mg,24.1 mg
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-05,2024-07-10,"Beef, roasted, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, large end (ribs 6-9), rib",5,355,29g,12g,85mg,64.00 mg,87.6 mg
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-06,2024-07-11,"Fast Foods, vegetables and mayonnaise, large patty; with condiments, cheeseburger; double",2,253,16g,6.5g,49mg,405.00 mg,46.0 mg
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-07,2024-07-19,"Salad dressing, regular, caesar dressing",5,542,58g,8.8g,39mg,1209.00 mg,15.6 mg
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-08,2024-07-16,"Beef, raw, Aust. marble score 9, separable lean only, boneless, top loin steak/roast, loin, Wagyu, imported, Australian",2,331,29g,10g,61mg,68.00 mg,0
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-09,2024-07-23,"Pork, raw, separable lean and fat, rump half, leg (ham), fresh",5,182,11g,3.5g,63mg,73.00 mg,69.6 mg
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-10,2024-07-21,"Sweet potato, drained solids, syrup pack, canned",3,108,0.3g,0.1g,0,39.00 mg,0
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-11,2024-07-16,"Turkey breast, prepackaged, sliced",2,100,2.4g,0.3g,50mg,922.00 mg,33.1 mg
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-12,2024-07-20,"Beef, raw, select, trimmed to 1/8"" fat, separable lean and fat, lip-on, boneless, rib eye steak/roast",5,230,17g,7.5g,74mg,50.00 mg,43.1 mg
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-13,2024-07-24,"Squash, with salt, mashed, boiled, cooked, hubbard, winter",5,30,0.4g,0.1g,0,241.00 mg,8.7 mg
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-14,2024-07-26,"Squash, raw (Navajo), Indian",3,26,0.2g,,0,20.00 mg,0
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-15,2024-07-26,"Seeds, dried, watermelon seed kernels",4,557,47g,9.8g,0,99.00 mg,0
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-16,2024-07-26,"Crustaceans, home recipe, crab cakes, blue, crab",3,155,7.5g,1.5g,150mg,330.00 mg,0
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-17,2024-07-22,"Cheese, low fat, monterey",1,313,22g,14g,65mg,781.00 mg,15.4 mg
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-18,2024-07-26,"MORNINGSTAR FARMS Breakfast Biscuit Sausage, unprepared, frozen, Egg & Cheese",2,257,8.1g,4.2g,22mg,568.00 mg,0
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-19,2024-07-24,"Candies, SNICKERS Almond bar, MARS SNACKFOOD US",2,472,22g,8.5g,13mg,156.00 mg,0
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-20,2024-07-30,"Soup, vegetable broth, SWANSON",1,6,0.1g,,0,303.00 mg,0
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-21,2024-07-27,"Infant formula, 24 calo ready-to-feed, Premature, ENFAMIL, MEAD JOHNSON",1,67,3.3g,1.3g,0,38.00 mg,13.2 mg
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-22,2024-08-04,"CAMPBELL'S, condensed, Vegetable Beef Soup",2,65,0.3g,0.1g,3mg,656.00 mg,0
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-23,2024-07-30,"Caribou, raw (Alaska Native), tongue",3,260,23g,,0,0,0
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-24,2024-08-07,"Beverages, powder, Cocoa mix",1,398,4g,2.4g,0,504.00 mg,33.1 mg
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-25,2024-08-01,"Gravy, canned, mushroom",5,50,2.7g,0.4g,0,570.00 mg,0
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-26,2024-07-31,"SUNSHINE, Pepper Jack Crackers, CHEEZ-IT",3,503,25g,5.6g,5mg,865.00 mg,0
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-27,2024-08-03,"Beef, braised, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, steak, bottom round, round",2,254,13g,4.8g,101mg,42.00 mg,125.1 mg
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-28,2024-08-03,"Potatoes, oven-heated, frozen, salt not added in processing, cottage-cut, french fried",1,218,8.2g,3.9g,0,45.00 mg,0
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-29,2024-08-09,"Oil, salad or cooking, cottonseed",2,884,100g,26g,0,0.00 mg,0.2 mg
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-30,2024-08-05,"Beverages, peanut flavor, canned, Meal supplement drink",1,101,3.1g,0.6g,0,54.00 mg,0
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-01,2024-07-14,"Beef, pan-browned, cooked, crumbles, 90% lean meat / 10% fat, ground",3,230,12g,4.7g,89mg,87.00 mg,91.4 mg
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-02,2024-07-16,"CRACKER BARREL, grilled sirloin steak",4,203,8.5g,3g,87mg,180.00 mg,0
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-03,2024-07-11,"Beef, raw, choice, trimmed to 0"" fat, separable lean and fat, boneless, chuck eye steak",2,227,17g,7.2g,68mg,66.00 mg,61.3 mg
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-04,2024-07-14,"Toaster pastries, toasted (include apple, blueberry, cherry, strawberry), fruit",5,409,11g,2.6g,0,354.00 mg,9.2 mg
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-05,2024-07-16,"Lamb, braised, cooked, trimmed to 1/8"" fat, separable lean and fat, arm, shoulder, fresh, imported, Australian",2,311,20g,9.7g,106mg,73.00 mg,0
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-06,2024-07-20,"Pan Dulce, contains wheat flour and rice flour, cookie-like, Salpora de Arroz con Azucar, LA RICURA",2,445,16g,,0,0,0
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-07,2024-07-12,"Mollusks, breaded and fried, cooked, eastern, oyster",2,199,13g,3.2g,71mg,417.00 mg,0
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-08,2024-07-20,"Beef, grilled, cooked, choice, trimmed to 1/8"" fat, separable lean only, porterhouse steak, short loin",2,221,11g,4.4g,85mg,67.00 mg,62.6 mg
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-09,2024-07-18,"Beef, roasted, cooked, choice, trimmed to 0"" fat, separable lean and fat, large end (ribs 6-9), rib",5,372,30g,12g,85mg,64.00 mg,0
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-10,2024-07-19,"Toaster Pastries, Frosted chocolate fudge, KELLOGG'S POP TARTS, KELLOGG",2,384,9.3g,3.2g,0,437.00 mg,0
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-11,2024-07-24,"Barbecue loaf, beef, pork",2,173,8.9g,3.2g,37mg,1334.00 mg,0
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-12,2024-07-25,"Mustard spinach, without salt, drained, boiled, cooked, (tendergreen)",4,16,0.2g,,0,14.00 mg,0
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-13,2024-07-22,"AUSTIN, sandwich-type, Peanut Butter on Toasty Crackers",4,489,24g,3.6g,0,772.00 mg,0
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-14,2024-07-26,"Soup, condensed, low sodium, canned, vegetable",5,65,0.9g,0.1g,0,385.00 mg,9.0 mg
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-15,2024-07-24,"CAMPBELL'S Red and White, condensed, Minestrone Soup",5,71,0.8g,0.4g,4mg,516.00 mg,0
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-16,2024-07-26,"Pasta, dry, remaining enriched semolina, 51% whole wheat, whole grain",3,361,2.6g,0.3g,0,12.00 mg,17.9 mg
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-17,2024-07-26,"Beef, cooked, separable fat, retail cuts",2,680,70g,29g,95mg,23.00 mg,56.1 mg
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-18,2024-07-31,"Lamb, raw, separable lean only, square-cut shoulder chops, imported, New Zealand",3,164,9.1g,2.8g,59mg,82.00 mg,0
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-19,2024-07-26,"Restaurant, chicken chow mein, Chinese",5,85,2.8g,0.5g,16mg,311.00 mg,24.0 mg
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-20,2024-07-28,"Beef, raw, tongue, variety meats and by-products",1,224,16g,7g,87mg,69.00 mg,0
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-21,2024-07-28,"Babyfood, Banana with orange medley, GERBER",3,86,0g,,0,10.00 mg,8.8 mg
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-22,2024-08-03,"Ice creams, no sugar added, light, vanilla",1,169,7.5g,4g,27mg,96.00 mg,23.0 mg
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-23,2024-08-01,"MORNINGSTAR FARMS Spicy Black Bean Burger, unprepared, frozen",2,168,6.1g,0.9g,2mg,489.00 mg,0
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-24,2024-07-30,"Cookies, regular (includes vanilla), commercially prepared, sugar",3,464,20g,7.7g,12mg,385.00 mg,10.8 mg
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-25,2024-08-03,"Cereals ready-to-eat, Cinnamon Almond, KELLOGG'S RAISIN BRAN, KELLOGG",3,347,2.9g,0.4g,0,373.00 mg,0
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-26,2024-07-31,"Lamb, raw, separable lean only, square-cut shoulder chops, imported, New Zealand",2,164,9.1g,2.8g,59mg,82.00 mg,0
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-27,2024-08-05,"Pork, roasted, regular (approximately 11% fat), boneless, ham, cured",5,178,9g,3.1g,59mg,1500.00 mg,88.4 mg
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-28,2024-08-07,"Babyfood, dry, with bananas, mixed, cereal",2,391,4.6g,0.8g,0,0.00 mg,28.6 mg
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-29,2024-08-10,"Cereals, dry, instant, CREAM OF WHEAT",2,366,1.4g,0.2g,0,571.00 mg,23.1 mg
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-30,2024-08-07,"Lamb, broiled, cooked, choice, trimmed to 1/8"" fat, separable lean and fat, loin, domestic",2,297,21g,8.7g,99mg,78.00 mg,0
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-01,2024-07-13,"Lamb, raw, choice, trimmed to 1/4"" fat, separable lean and fat, shank half, leg, domestic",5,201,13g,5.8g,67mg,57.00 mg,0
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-02,2024-07-16,"Lamb, braised, cooked, liver, variety meats and by-products",3,220,8.8g,3.4g,501mg,56.00 mg,0
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-03,2024-07-16,"Pork, pan-fried, cooked, separable lean and fat, boneless, center rib (chops), loin, fresh",2,273,18g,6.7g,73mg,50.00 mg,88.7 mg
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-04,2024-07-18,"Salad dressing, low calorie, mayonnaise and mayonnaise-type",2,263,19g,3g,26mg,837.00 mg,8.5 mg
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-05,2024-07-11,"Snacks, cheese-flavor, puffs or twists, extruded, corn-based",5,560,36g,5.4g,7mg,942.00 mg,11.6 mg
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-06,2024-07-18,"Beverages, contains caffeine and sweeteners, cola, reduced sugar, carbonated",1,20,0g,,0,4.00 mg,0.3 mg
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-07,2024-07-16,"Light ice cream, Creamsicle",4,165,3.1g,1.8g,8mg,46.00 mg,20.4 mg
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-08,2024-07-13,"Beef, roasted, cooked, all grades, trimmed to 0"" fat, separable lean only, tri-tip roast, bottom sirloin butt, loin",4,182,8.3g,3.1g,78mg,55.00 mg,101.9 mg
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-09,2024-07-23,"SPAGHETTIOS, SpaghettiOs RavioliOs Beef Ravioli in Meat Sauce",1,106,3.2g,1.4g,8mg,433.00 mg,0
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-10,2024-07-24,"Beef, boiled, cooked, manufacturing beef, imported, New Zealand",1,126,3.3g,1.2g,67mg,32.00 mg,0
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-11,2024-07-25,"Salad dressing, regular, commercial, peppercorn dressing",4,564,61g,11g,49mg,1103.00 mg,20.6 mg
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-12,2024-07-21,"Babyfood, toddler, dices, pears",3,57,0.1g,,0,6.00 mg,3.6 mg
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-13,2024-07-24,"Cherries, solids and liquids, heavy syrup pack, pitted, canned, sweet",1,83,0.2g,,0,3.00 mg,4.1 mg
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-14,2024-07-27,"Beans, without salt, boiled, cooked, mature seeds, pink",2,149,0.5g,0.1g,0,2.00 mg,36.9 mg
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-15,2024-07-26,"KEEBLER, Mini Fudge Stripes Cookies, FUDGE SHOPPE, 100 Calorie RIGHT BITES",3,470,18g,13g,1mg,314.00 mg,0
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-16,2024-07-28,"Rye flour, light",1,357,1.3g,0.2g,0,2.00 mg,10.8 mg
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-17,2024-07-23,"Babyfood, toddler, beef with vegetables, meat",5,68,2.1g,0.8g,12mg,26.00 mg,15.1 mg
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-18,2024-08-01,"Cheese, feta",1,264,21g,15g,89mg,917.00 mg,15.4 mg
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-19,2024-07-27,"Cereals ready-to-eat, Golden Maple, QUAKER Oatmeal Squares",2,380,4.8g,0.9g,0,347.00 mg,0
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-20,2024-07-25,"Soup, dry, beef flavor, ramen noodle",5,441,18g,8.2g,0,1727.00 mg,5.3 mg
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-21,2024-07-28,"Infant formula, not reconstituted, powder, low iron, SIMILAC, ABBOTT NUTRITION",1,522,29g,9.9g,14mg,126.00 mg,88.9 mg
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-22,2024-07-27,"Lamb, broiled, cooked, choice, trimmed to 1/4"" fat, separable lean and fat, whole (arm and blade), shoulder, domestic",1,278,19g,8g,97mg,78.00 mg,0
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-23,2024-08-04,"Mammy-apple, raw, (mamey)",2,51,0.5g,0.1g,0,15.00 mg,0
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-24,2024-08-04,"Margarine-like vegetable-oil spread, with added vitamin D, 60% fat, stick/tub/bottle",1,535,59g,10g,1mg,785.00 mg,12.4 mg
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-25,2024-08-05,"Ham, canned, chopped",4,239,19g,6.3g,49mg,1280.00 mg,64.4 mg
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-26,2024-07-31,"Macaroni, cooked, enriched, vegetable",2,128,0.1g,,0,6.00 mg,5.0 mg
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-27,2024-08-03,"Fish, dry heat, cooked, sockeye, salmon",3,156,5.6g,1g,61mg,92.00 mg,112.6 mg
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-28,2024-08-08,"Nuts, raw, chinese, chestnuts",2,224,1.1g,0.2g,0,3.00 mg,0
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-29,2024-08-04,"Cream puff shell, prepared from recipe",4,360,26g,5.6g,171mg,483.00 mg,114.4 mg
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-30,2024-08-04,"Pork, unheated, separable lean and fat, boneless, whole, ham with natural juices, cured",5,112,3.4g,1g,53mg,1096.00 mg,75.0 mg
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-01,2024-07-12,"POPEYES, Skin and Breading, Mild, Fried Chicken",4,433,32g,12g,82mg,769.00 mg,0
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-02,2024-07-16,"Chicken, heated (conventional oven), barbecue flavored, glazed, frozen, wing",5,242,15g,4g,136mg,559.00 mg,0
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-03,2024-07-13,"Beef, grilled, cooked, all grades, trimmed to 1/8"" fat, separable lean and fat, lip-on, boneless, top loin steak, loin",2,264,18g,6.9g,81mg,52.00 mg,61.8 mg
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-04,2024-07-18,"Onions, unprepared, chopped, frozen",4,29,0.1g,,0,12.00 mg,0
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-05,2024-07-17,"Beverages, frozen concentrate. Not manufactured anymore., with pulp, breakfast type, Orange-flavor drink",3,172,0.5g,0.1g,0,24.00 mg,0.0 mg
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-06,2024-07-20,"Parsnips, raw",5,75,0.3g,0.1g,0,10.00 mg,0
e4783612-783f-490b-b8cf-325e9d5f7098,Elizabeth Gonzalez,2024-07-07,2024-07-18,"KEEBLER, Dark Chocolate Almond Shortbread Cookies, SANDIES",2,540,31g,11g,9mg,303.00 mg,0
